gene_stable_id	transcript_stable_id	protein_stable_id	xref	db_name	info_type	source_identity	xref_identity	linkage_type
Solyc03g083650.2	Solyc03g083650.2.1	Solyc03g083650.2.1	K4BIE1	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g083660.1	Solyc03g083660.1.1	Solyc03g083660.1.1	K4BIE2	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g083670.1	Solyc03g083670.1.1	Solyc03g083670.1.1	K4BIE3	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g083680.1	Solyc03g083680.1.1	Solyc03g083680.1.1	K4BIE4	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g083690.1	Solyc03g083690.1.1	Solyc03g083690.1.1	K4BIE5	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g083700.1	Solyc03g083700.1.1	Solyc03g083700.1.1	K4BIE6	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g083710.1	Solyc03g083710.1.1	Solyc03g083710.1.1	K4BIE7	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g083720.1	Solyc03g083720.1.1	Solyc03g083720.1.1	K4BIE8	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g083730.1	Solyc03g083730.1.1	Solyc03g083730.1.1	K4BIE9	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g083740.1	Solyc03g083740.1.1	Solyc03g083740.1.1	K4BIF0	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g083760.1	Solyc03g083760.1.1	Solyc03g083760.1.1	K4BIF1	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g083770.1	Solyc03g083770.1.1	Solyc03g083770.1.1	K4BIF2	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g083780.1	Solyc03g083780.1.1	Solyc03g083780.1.1	K4BIF3	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g083790.1	Solyc03g083790.1.1	Solyc03g083790.1.1	K4BIF4	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g083800.1	Solyc03g083800.1.1	Solyc03g083800.1.1	K4BIF5	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g083810.2	Solyc03g083810.2.1	Solyc03g083810.2.1	K4BIF6	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g083820.1	Solyc03g083820.1.1	Solyc03g083820.1.1	K4BIF7	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g083830.1	Solyc03g083830.1.1	Solyc03g083830.1.1	K4BIF8	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g083840.2	Solyc03g083840.2.1	Solyc03g083840.2.1	K4BIF9	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g083850.1	Solyc03g083850.1.1	Solyc03g083850.1.1	K4BIG0	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g083860.1	Solyc03g083860.1.1	Solyc03g083860.1.1	K4BIG1	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g083870.2	Solyc03g083870.2.1	Solyc03g083870.2.1	K4BIG2	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g083880.2	Solyc03g083880.2.1	Solyc03g083880.2.1	K4BIG3	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g083890.1	Solyc03g083890.1.1	Solyc03g083890.1.1	K4BIG4	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g083900.2	Solyc03g083900.2.1	Solyc03g083900.2.1	K4BIG5	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g083910.2	Solyc03g083910.2.1	Solyc03g083910.2.1	K4BIG6	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g083920.1	Solyc03g083920.1.1	Solyc03g083920.1.1	K4BIG7	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g083930.1	Solyc03g083930.1.1	Solyc03g083930.1.1	K4BIG8	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g083940.1	Solyc03g083940.1.1	Solyc03g083940.1.1	K4BIG9	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g083950.1	Solyc03g083950.1.1	Solyc03g083950.1.1	K4BIH0	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g083960.2	Solyc03g083960.2.1	Solyc03g083960.2.1	K4BIH1	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g083970.2	Solyc03g083970.2.1	Solyc03g083970.2.1	K4BIH2	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g083980.1	Solyc03g083980.1.1	Solyc03g083980.1.1	K4BIH3	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g083990.1	Solyc03g083990.1.1	Solyc03g083990.1.1	K4BIH4	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g090990.1	Solyc03g090990.1.1	Solyc03g090990.1.1	K4BIH5	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g091000.1	Solyc03g091000.1.1	Solyc03g091000.1.1	K4BIH6	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g091010.1	Solyc03g091010.1.1	Solyc03g091010.1.1	K4BIH7	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g091020.1	Solyc03g091020.1.1	Solyc03g091020.1.1	K4BIH5	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g091030.1	Solyc03g091030.1.1	Solyc03g091030.1.1	K4BIH9	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g091040.1	Solyc03g091040.1.1	Solyc03g091040.1.1	K4BIH9	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g093040.2	Solyc03g093040.2.1	Solyc03g093040.2.1	K4BII1	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g093050.1	Solyc03g093050.1.1	Solyc03g093050.1.1	K4BII2	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g093060.1	Solyc03g093060.1.1	Solyc03g093060.1.1	K4BIH5	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g093070.1	Solyc03g093070.1.1	Solyc03g093070.1.1	K4BII4	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g093080.2	Solyc03g093080.2.1	Solyc03g093080.2.1	K4BII5	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g093090.1	Solyc03g093090.1.1	Solyc03g093090.1.1	K4BII6	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g093100.1	Solyc03g093100.1.1	Solyc03g093100.1.1	K4BII7	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g093110.2	Solyc03g093110.2.1	Solyc03g093110.2.1	K4BII8	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g093120.2	Solyc03g093120.2.1	Solyc03g093120.2.1	K4BII9	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g093130.2	Solyc03g093130.2.1	Solyc03g093130.2.1	Q6RHY0	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g093140.2	Solyc03g093140.2.1	Solyc03g093140.2.1	K4BIJ1	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g093150.1	Solyc03g093150.1.1	Solyc03g093150.1.1	K4BIJ2	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g093160.2	Solyc03g093160.2.1	Solyc03g093160.2.1	K4BIJ3	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g093170.1	Solyc03g093170.1.1	Solyc03g093170.1.1	K4BIJ4	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g093180.1	Solyc03g093180.1.1	Solyc03g093180.1.1	K4BIJ5	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g093190.1	Solyc03g093190.1.1	Solyc03g093190.1.1	K4BIJ6	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g093200.2	Solyc03g093200.2.1	Solyc03g093200.2.1	K4BIJ7	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g093210.2	Solyc03g093210.2.1	Solyc03g093210.2.1	K4BIJ8	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g093220.2	Solyc03g093220.2.1	Solyc03g093220.2.1	K4BIJ9	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g093230.2	Solyc03g093230.2.1	Solyc03g093230.2.1	K4BIK0	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g093240.2	Solyc03g093240.2.1	Solyc03g093240.2.1	K4BIK1	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g093250.1	Solyc03g093250.1.1	Solyc03g093250.1.1	K4BIK2	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g093260.2	Solyc03g093260.2.1	Solyc03g093260.2.1	K4BIK3	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g093270.2	Solyc03g093270.2.1	Solyc03g093270.2.1	K4BIK4	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g093280.1	Solyc03g093280.1.1	Solyc03g093280.1.1	K4BIK5	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g093290.2	Solyc03g093290.2.1	Solyc03g093290.2.1	K4BIK6	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g093300.2	Solyc03g093300.2.1	Solyc03g093300.2.1	K4BIK7	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g093310.2	Solyc03g093310.2.1	Solyc03g093310.2.1	K4BIK8	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g093320.1	Solyc03g093320.1.1	Solyc03g093320.1.1	K4BIK9	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g093330.2	Solyc03g093330.2.1	Solyc03g093330.2.1	K4BIL0	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g093340.2	Solyc03g093340.2.1	Solyc03g093340.2.1	K4BIL1	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g093350.2	Solyc03g093350.2.1	Solyc03g093350.2.1	K4BIL2	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g093360.2	Solyc03g093360.2.1	Solyc03g093360.2.1	K4BIL3	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g093370.1	Solyc03g093370.1.1	Solyc03g093370.1.1	K4BIL4	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g093380.1	Solyc03g093380.1.1	Solyc03g093380.1.1	K4BIL5	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g093390.2	Solyc03g093390.2.1	Solyc03g093390.2.1	K4BIL6	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g093400.2	Solyc03g093400.2.1	Solyc03g093400.2.1	K4BIL7	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g093410.2	Solyc03g093410.2.1	Solyc03g093410.2.1	K4BIL8	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g093420.1	Solyc03g093420.1.1	Solyc03g093420.1.1	K4BIL9	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g093430.2	Solyc03g093430.2.1	Solyc03g093430.2.1	K4BIM0	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g093440.2	Solyc03g093440.2.1	Solyc03g093440.2.1	K4BIM1	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g093450.2	Solyc03g093450.2.1	Solyc03g093450.2.1	K4BIM2	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g093460.2	Solyc03g093460.2.1	Solyc03g093460.2.1	K4BIM3	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g093470.2	Solyc03g093470.2.1	Solyc03g093470.2.1	K4BIM4	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g093480.2	Solyc03g093480.2.1	Solyc03g093480.2.1	K4BIM5	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g093490.2	Solyc03g093490.2.1	Solyc03g093490.2.1	K4BIM6	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g093500.2	Solyc03g093500.2.1	Solyc03g093500.2.1	K4BIM7	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g093510.2	Solyc03g093510.2.1	Solyc03g093510.2.1	K4BIM8	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g093520.2	Solyc03g093520.2.1	Solyc03g093520.2.1	K4BIM9	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g093530.1	Solyc03g093530.1.1	Solyc03g093530.1.1	K4BIN0	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g093540.1	Solyc03g093540.1.1	Solyc03g093540.1.1	K4BIN1	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g093550.1	Solyc03g093550.1.1	Solyc03g093550.1.1	K4BIN2	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g093560.1	Solyc03g093560.1.1	Solyc03g093560.1.1	K4BIN3	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g093580.1	Solyc03g093580.1.1	Solyc03g093580.1.1	K4BIN4	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g093590.1	Solyc03g093590.1.1	Solyc03g093590.1.1	K4BIN5	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g093600.1	Solyc03g093600.1.1	Solyc03g093600.1.1	K4BIN6	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g093610.1	Solyc03g093610.1.1	Solyc03g093610.1.1	K4BIN7	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g093620.1	Solyc03g093620.1.1	Solyc03g093620.1.1	K4BIN8	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g093630.1	Solyc03g093630.1.1	Solyc03g093630.1.1	K4BIN9	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g093640.2	Solyc03g093640.2.1	Solyc03g093640.2.1	A7Y7X7	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g093650.2	Solyc03g093650.2.1	Solyc03g093650.2.1	K4BIP1	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g093660.1	Solyc03g093660.1.1	Solyc03g093660.1.1	K4BIP2	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g093670.1	Solyc03g093670.1.1	Solyc03g093670.1.1	K4BIP3	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g093680.2	Solyc03g093680.2.1	Solyc03g093680.2.1	K4BIP4	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g093690.2	Solyc03g093690.2.1	Solyc03g093690.2.1	G3K2M4	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g093700.1	Solyc03g093700.1.1	Solyc03g093700.1.1	K4BIP6	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g093710.1	Solyc03g093710.1.1	Solyc03g093710.1.1	K4BIP7	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g093720.1	Solyc03g093720.1.1	Solyc03g093720.1.1	K4BIP8	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g093730.1	Solyc03g093730.1.1	Solyc03g093730.1.1	K4BIP9	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g093740.1	Solyc03g093740.1.1	Solyc03g093740.1.1	K4BIQ0	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g093750.1	Solyc03g093750.1.1	Solyc03g093750.1.1	K4BIQ1	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g093760.1	Solyc03g093760.1.1	Solyc03g093760.1.1	K4BIQ2	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g093770.1	Solyc03g093770.1.1	Solyc03g093770.1.1	K4BIQ3	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g093780.1	Solyc03g093780.1.1	Solyc03g093780.1.1	K4BIQ4	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g093790.2	Solyc03g093790.2.1	Solyc03g093790.2.1	K4BIQ5	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g093800.1	Solyc03g093800.1.1	Solyc03g093800.1.1	K4BIQ6	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g093810.1	Solyc03g093810.1.1	Solyc03g093810.1.1	K4BIQ7	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g093820.1	Solyc03g093820.1.1	Solyc03g093820.1.1	K4BIQ8	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g093830.2	Solyc03g093830.2.1	Solyc03g093830.2.1	K4BIQ9	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g093840.1	Solyc03g093840.1.1	Solyc03g093840.1.1	K4BIR0	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g093850.1	Solyc03g093850.1.1	Solyc03g093850.1.1	K4BIR1	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g093860.1	Solyc03g093860.1.1	Solyc03g093860.1.1	K4BIR2	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g093870.1	Solyc03g093870.1.1	Solyc03g093870.1.1	K4BIR3	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g093880.2	Solyc03g093880.2.1	Solyc03g093880.2.1	K4BIR4	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g093890.2	Solyc03g093890.2.1	Solyc03g093890.2.1	K4BIR5	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g093900.1	Solyc03g093900.1.1	Solyc03g093900.1.1	K4BIR6	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g093920.1	Solyc03g093920.1.1	Solyc03g093920.1.1	K4BIR7	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g093930.2	Solyc03g093930.2.1	Solyc03g093930.2.1	K4BIR8	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g093940.1	Solyc03g093940.1.1	Solyc03g093940.1.1	K4BIR9	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g093950.1	Solyc03g093950.1.1	Solyc03g093950.1.1	K4BIS0	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g093960.1	Solyc03g093960.1.1	Solyc03g093960.1.1	K4BIS1	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g093970.2	Solyc03g093970.2.1	Solyc03g093970.2.1	K4BIS2	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g093980.1	Solyc03g093980.1.1	Solyc03g093980.1.1	K4BIS3	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g093990.2	Solyc03g093990.2.1	Solyc03g093990.2.1	K4BIS4	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g094000.2	Solyc03g094000.2.1	Solyc03g094000.2.1	K4BIS5	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g094010.2	Solyc03g094010.2.1	Solyc03g094010.2.1	K4BIS6	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g094020.2	Solyc03g094020.2.1	Solyc03g094020.2.1	K4BIS7	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g094030.2	Solyc03g094030.2.1	Solyc03g094030.2.1	K4BIS8	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g094040.2	Solyc03g094040.2.1	Solyc03g094040.2.1	K4BIS9	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g094050.2	Solyc03g094050.2.1	Solyc03g094050.2.1	K4BIT0	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g094060.2	Solyc03g094060.2.1	Solyc03g094060.2.1	K4BIT1	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g094070.2	Solyc03g094070.2.1	Solyc03g094070.2.1	K4BIT2	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g094080.2	Solyc03g094080.2.1	Solyc03g094080.2.1	K4BIT3	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g094090.2	Solyc03g094090.2.1	Solyc03g094090.2.1	K4BIT4	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g094100.1	Solyc03g094100.1.1	Solyc03g094100.1.1	K4BIT5	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g094110.2	Solyc03g094110.2.1	Solyc03g094110.2.1	K4BIT6	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g094120.2	Solyc03g094120.2.1	Solyc03g094120.2.1	K4BIT7	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g094130.1	Solyc03g094130.1.1	Solyc03g094130.1.1	K4BIT8	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g094140.1	Solyc03g094140.1.1	Solyc03g094140.1.1	K4BIT9	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g094150.1	Solyc03g094150.1.1	Solyc03g094150.1.1	K4BIU0	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g094160.2	Solyc03g094160.2.1	Solyc03g094160.2.1	K4BIU1	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g094170.1	Solyc03g094170.1.1	Solyc03g094170.1.1	K4BIU2	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g095180.2	Solyc03g095180.2.1	Solyc03g095180.2.1	K4BIU3	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g095190.2	Solyc03g095190.2.1	Solyc03g095190.2.1	K4BIU4	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g095200.1	Solyc03g095200.1.1	Solyc03g095200.1.1	K4BIU5	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g095210.1	Solyc03g095210.1.1	Solyc03g095210.1.1	K4BIU6	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g095220.2	Solyc03g095220.2.1	Solyc03g095220.2.1	K4BIU7	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g095230.2	Solyc03g095230.2.1	Solyc03g095230.2.1	K4BIU8	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g095240.2	Solyc03g095240.2.1	Solyc03g095240.2.1	K4BIU9	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g095250.2	Solyc03g095250.2.1	Solyc03g095250.2.1	K4BIV0	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g095260.2	Solyc03g095260.2.1	Solyc03g095260.2.1	K4BIV1	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g095270.1	Solyc03g095270.1.1	Solyc03g095270.1.1	K4BIV2	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g095290.2	Solyc03g095290.2.1	Solyc03g095290.2.1	K4BIV3	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g095300.2	Solyc03g095300.2.1	Solyc03g095300.2.1	K4BIV4	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g095310.2	Solyc03g095310.2.1	Solyc03g095310.2.1	K4BIV5	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g095320.1	Solyc03g095320.1.1	Solyc03g095320.1.1	K4BIV6	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g095330.2	Solyc03g095330.2.1	Solyc03g095330.2.1	K4BIV7	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g095340.1	Solyc03g095340.1.1	Solyc03g095340.1.1	K4BIV8	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g095350.1	Solyc03g095350.1.1	Solyc03g095350.1.1	K4BIV9	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g095360.2	Solyc03g095360.2.1	Solyc03g095360.2.1	K4BIW0	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g095370.2	Solyc03g095370.2.1	Solyc03g095370.2.1	K4BIW1	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g095380.1	Solyc03g095380.1.1	Solyc03g095380.1.1	K4BIW2	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g095390.1	Solyc03g095390.1.1	Solyc03g095390.1.1	K4BIW3	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g095400.1	Solyc03g095400.1.1	Solyc03g095400.1.1	K4BIW4	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g095410.2	Solyc03g095410.2.1	Solyc03g095410.2.1	K4BIW5	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g095420.1	Solyc03g095420.1.1	Solyc03g095420.1.1	K4BIW6	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g095430.1	Solyc03g095430.1.1	Solyc03g095430.1.1	K4BIW7	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g095440.1	Solyc03g095440.1.1	Solyc03g095440.1.1	K4BIW8	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g095450.2	Solyc03g095450.2.1	Solyc03g095450.2.1	K4BIW9	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g095460.1	Solyc03g095460.1.1	Solyc03g095460.1.1	K4BIX0	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g095470.2	Solyc03g095470.2.1	Solyc03g095470.2.1	K4BIX1	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g095480.1	Solyc03g095480.1.1	Solyc03g095480.1.1	K4BIX2	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g095490.2	Solyc03g095490.2.1	Solyc03g095490.2.1	K4BIX3	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g095500.2	Solyc03g095500.2.1	Solyc03g095500.2.1	K4BIX4	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g095510.2	Solyc03g095510.2.1	Solyc03g095510.2.1	K4BIX5	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g095520.1	Solyc03g095520.1.1	Solyc03g095520.1.1	K4BIX6	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g095530.1	Solyc03g095530.1.1	Solyc03g095530.1.1	K4BIX7	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g095540.1	Solyc03g095540.1.1	Solyc03g095540.1.1	K4BIX8	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g095550.1	Solyc03g095550.1.1	Solyc03g095550.1.1	K4BIX9	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g095560.1	Solyc03g095560.1.1	Solyc03g095560.1.1	K4BIY0	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g095580.1	Solyc03g095580.1.1	Solyc03g095580.1.1	K4BIY1	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g095590.1	Solyc03g095590.1.1	Solyc03g095590.1.1	K4BIY2	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g095600.1	Solyc03g095600.1.1	Solyc03g095600.1.1	K4BIY3	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g095610.2	Solyc03g095610.2.1	Solyc03g095610.2.1	K4BIY4	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g095620.2	Solyc03g095620.2.1	Solyc03g095620.2.1	K4BIY5	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g095630.1	Solyc03g095630.1.1	Solyc03g095630.1.1	K4BIY6	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g095640.1	Solyc03g095640.1.1	Solyc03g095640.1.1	K4BIY7	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g095650.2	Solyc03g095650.2.1	Solyc03g095650.2.1	K4BIY8	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g095660.1	Solyc03g095660.1.1	Solyc03g095660.1.1	K4BIY9	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g095670.1	Solyc03g095670.1.1	Solyc03g095670.1.1	K4BIZ0	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g095680.1	Solyc03g095680.1.1	Solyc03g095680.1.1	K4BIZ1	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g095690.2	Solyc03g095690.2.1	Solyc03g095690.2.1	K4BIZ2	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g095700.1	Solyc03g095700.1.1	Solyc03g095700.1.1	K4BIZ3	Uniprot/SPTREMBL	NONE	-	-	-
Solyc03g095710.2	Solyc03g095710.2.1	Solyc03g095710.2.1	K4BIZ4	Uniprot/SPTREMBL	NONE	-	-	-
